model,MAE_mean,MAE_std,MAE_worst_cell
random_forest,1.1135633920707326,0.4875623345555976,2.182001331610068
gbm,1.3251437803575985,0.7902787911196242,3.0413193600483055
cycle_only_linear,5.483770052766972,3.1995025367370147,11.066905165920762
