soh,soc_pct,base_range_km,mean_km_err,km_per_pp
1.0,100.0,164.1388944321735,8.723257962194772,1.6278605490986333
1.0,50.0,82.06944721608674,4.327448346407588,0.812467121562632
0.9,100.0,147.72500498895613,8.04386336444523,1.6304025910001743
0.9,50.0,73.86250249447806,4.009246847873091,0.8152815161095662
0.8,100.0,131.3111155457388,7.340988514262653,1.6318472249173193
0.8,50.0,65.6555577728694,3.685846291203905,0.8162221448219993
