model,L0,L2,L3,L3b
gbm,0.8804183454896247,1.0087440350130108,1.6741819659197967,1.7325908174266684
hybrid_physics_ml,0.8400004837661682,0.9660808346258072,1.797732878554268,1.623753213646027
physics_only,0.9525064639094697,0.7994739590741767,0.9717475877078912,0.9717475877078912
random_forest,0.8594464815862685,1.0263797013858287,1.6463025804590088,1.6442451699780334
rated_range,0.9039402327171588,0.5646104169680238,0.9464543026971218,0.9464543026971218
ridge,0.924686218319139,0.9587862551203317,1.3669786074564918,1.3499772270363448
