model,L0,L1,inflation_pp,inflation_pct,excess_over_control_pp
gbm,15.903679499954213,18.06377568280877,2.1600961828545575,11.958165451037532,1.0586066307402877
hybrid_physics_ml,11.32873178326357,13.486577689182809,2.1578459059192383,15.999951623383177,1.0563563538049685
physics_only,22.09092025318333,23.1924098052976,1.1014895521142698,4.749353609053028,0.0
random_forest,17.328949927603475,20.16291915654791,2.8339692289444365,14.05535184137315,1.7324796768301667
rated_range,54.05196849727529,59.79595391478504,5.743985417509748,9.60597672828412,4.642495865395478
ridge,18.145950619714956,19.623900800316896,1.4779501806019404,7.531378168086101,0.3764606284876706
